title,price,img_src,link,author,publisher,intro
범죄의 붉은 실(양장본 HardCover),"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/214/16321470.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%AF%B8%EC%8A%A4%ED%84%B0+%ED%8E%AB&frameFilterType=1&frameFilterValue=3866842, 미스터 펫,엘릭시르,"타이완 추리작가협회상 수상!
아주 사소한 계기로 사람의 마음은 범죄에 물들어간다.“작든 크든 자기가 원하는 것을 얻기 위해서 수단을 가리지 않는 게 바로 인간이야.”
정체성을 야금야금 갉아먹은 친구와의 재회, 사랑하는 사람을 잃은 분노, 거짓말쟁이 애인의 기만, 거부할 수 없는 상사의 명령 등 하나의 계기만 있다면 누구나 범죄에 발을 들일 수 있다.

타이완 본격 추리소설의 선두 주자 미스터 펫의 엘릭시르 오리지널 단편집 『범죄의 붉은 실』이 출간되었다. 트릭과 수수께끼 풀이라는 미스터리"
다시 태어나도 그 놈은 피해라. 6,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/275/16327502.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%91%90%EA%B2%BD&frameFilterType=1&frameFilterValue=2464663, 두경,어울림출판사,"믿었던 모두가 배신자였다.
아내마저 배신하고 
친구는 인생을 조종했다.

운명은 시간을 14년 전으로 되돌리고
복수할 기회를 주는데........

과거로 돌아와버린 한우진
철저하게 짓밟힌 인생을 되찾고자 한다."
가짜 남편 1,"8,100원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/208/16320858.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%9C%A4%EC%A0%95&frameFilterType=1&frameFilterValue=1135, 이윤정,다향,
가짜 남편 2,"8,100원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/208/16320860.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%9C%A4%EC%A0%95&frameFilterType=1&frameFilterValue=1135, 이윤정,다향,
시스템으로 이계 귀환 7,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/263/16326389.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%83%81%EB%AA%A9%EC%A1%B0&frameFilterType=1&frameFilterValue=5000017989, 탁목조,파피루스(디앤씨미디어),
서녀명란전 5,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324223.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B4%80%EC%8B%AC%EC%A6%89%EB%9E%80&frameFilterType=1&frameFilterValue=4629148, 관심즉란,위즈덤하우스,
다 해먹는 배우님 9,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/263/16326390.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B2%94%ED%83%88&frameFilterType=1&frameFilterValue=4149384, 범탈,파피루스(디앤씨미디어),책 상세정보가 없습니다.
서녀명란전 6,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324224.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B4%80%EC%8B%AC%EC%A6%89%EB%9E%80&frameFilterType=1&frameFilterValue=4629148, 관심즉란,위즈덤하우스,
갑질하는 영주님. 18,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/269/16326937.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9E%A5%EB%8C%80%EC%88%98&frameFilterType=1&frameFilterValue=2227474, 장대수,로크미디어,"『디 임팩트』 『더 프레지던트』의 장대수 신작
중독성 갑, 재미의 갑질이 시작된다!

외계인의 침략에 맞서다 
워프기 속에서 산산이 분해된 민병대장 박현성
푸른 눈의 어리고 약한 소년 영주
이안으로 깨어나다!

뭐, 빚쟁이 영지에 꼭두각시 영주라고?

뿌리부터 썩은 영지를 바꿔라!
탐관오리들에겐 몽둥이찜질을 내리고
영지를 노략질하던 해적은 털어먹고
사람 목숨 가지고 노는 흑마법사에겐
가차 없는 참교육과 죽음을!

고대"
음악의신들과 함께한다.  5,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/269/16326938.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%ED%95%9C%EC%84%B1&frameFilterType=1&frameFilterValue=11376, 이한성,로크미디어,"못 나가던(?) 싱어송라이터
뮤지션의 정점에서 세상을 노래하다!
가망 없는 싱어송라이터의 꿈을 접고
영세 엔터테인먼트의 사장이 된 한지혁,
소속 가수를 구하려다 사망……
눈떠 보니 과거로 돌아왔다?

음악의 신들이 당신의 뒤에서 웃음 짓습니다

귀 밝은 악성, ‘들리지 않는 예술가’
전설의 기타리스트, ‘여섯 현의 마술사’
록밴드의 신화, ‘또 하나의 여왕’
매력 넘치는 신들과 함께라면 어떤 장르든 OK!

건드리는 음악마다 히트,"
동물농장,"6,930원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/240/16324003.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%A1%B0%EC%A7%80+%EC%98%A4%EC%9B%B0&frameFilterType=1&frameFilterValue=6000003747, 조지 오웰,스타북스,"타임지와 뉴스위크, BBC가 주목한 가장 중요한 작가!
모든 동물은 평등하다? 그러나, 어떤 동물은 더더욱 평등하다!!
인간이라면 꼭 한 번은 읽어야 할 자유를 위한 예리한 풍자소설《동물농장》은 오웰의 작품 중 유일하게 유머가 가득한 작품으로 봐도 좋은데, 간결한 문체와 예리한 풍자가 돋보이는 소설로 사회 비판적 역할에 대한 고민이 담긴 인간 사랑에 대한 명작이다. 이것은 그의 아내 아일린 오쇼네시의 영향이라고 한다. 오웰은 아내와 이런저런 의견을 교환하면서 동물 농장을 썼고 그 결과로 드물게 대중친화적"
게을러서 차원최강 5,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/248/16324891.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B3%A0%EB%9E%AD%EC%A7%80&frameFilterType=1&frameFilterValue=2370783, 고랭지,영상출판미디어(영상노트),
태상교주 숙수되다 4,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/248/16324894.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A7%9B%EC%9E%88%EB%8A%94%EC%9A%94%EB%A6%AC&frameFilterType=1&frameFilterValue=4322618, 맛있는요리,영상출판미디어(영상노트),
릿터 Littor 2020.4/5  ,"9,000원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/258/16325844.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%8E%B8%EC%A7%91%EB%B6%80&frameFilterType=1&frameFilterValue=18, 편집부,민음사,"읽고 쓰는 ‘릿한’ 사람들을 위한 잡지 『LITTOR(릿터)』. 문학을 읽어 왔던 이들에게는 즐거운 읽을거리가, 문학을 멀리했던 이들에게는 새로운 즐길 거리가 되고자 한다. 민음사 출판그룹의 모든 편집자가 기획에 참여하여 독자의 읽기 감각을 자극하고 새로운 독자를 발굴하는 편집을 보여 주고자 한다. 무엇보다 예전부터 지금까지 그리고 앞으로도 문학은 계속해서 읽을 만하며, 읽어야 하며, 읽기에 즐거운 것이라는 점을 증명하고자 한다."
우린 괜찮아,"13,050원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/223/16322346.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%8B%88%EB%82%98+%EB%9D%BC%EC%BF%A0%EB%A5%B4+%EC%A0%80&frameFilterType=1&frameFilterValue=4665563, 니나 라쿠르 저,든,"“난 지금도 네 생각을 해.”
2018 마이클 프린츠상 수상작마린은 침대 위에 누워 메이블을 기다리고 있다. 지난 기억을 떠올리며. 목구멍을 타고 넘어가던 뜨거운 위스키 향, 메이블의 짭짤한 입술 맛, 메이블과 흙바닥을 뒹군 뒤 거지꼴로 나타난 자신을 보고도 별말 않던 할아버지의 따스한 눈길 같은 것들을. 유일한 가족인 할아버지가 거대한 파도 속으로 사라져버린 뒤 마린은 모든 걸 내팽개치고 이곳 뉴욕으로 숨는 것을 택했다. 걱정할 것을 뻔히 알면서도 연락 한 번 하지 않은 자신을 메이블이 용서해줄 리 없었다."
2020 제11회 젊은작가상 수상작품집,"4,950원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/198/16319880.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B0%95%ED%99%94%EA%B8%B8&frameFilterType=1&frameFilterValue=5000032268, 강화길,문학동네,"2020년, 내일을 상상케 하는 눈부신 터닝 포인트!  등단 10년 이하의 젊은 작가들이 한 해 동안 발표한 중단편소설 중 가장 눈부신 성취를 보여준 일곱 편의 작품에 수여하는 젊은작가상. 지난 10년간 독자들과 상호작용하며 굳건한 신뢰를 쌓아온 이 상이 2020년대로 진입한 첫해 새로이 호명한 수상자는 강화길 최은영 김봉곤 이현석 김초엽 장류진 장희원이다. 다시 한번 젊은작가상을 거머쥔 작가들의 탄탄한 행보와 낯선 기대를 품게 하는 신예 작가들의 신선한 기운이 한 권의 책 속에서 조"
데미안,없음,https://bookthumb-phinf.pstatic.net/cover/163/266/16326639.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%97%A4%EB%A5%B4%EB%A7%8C+%ED%97%A4%EC%84%B8&frameFilterType=1&frameFilterValue=2086701, 헤르만 헤세,해성전자북,"헤세는 이른바 초기의 작품에서 후기로 전환하는데 이《데미안》의 다리를 건너간 것이다. 연대적으로도 그 중심이 되는 1919년 1차 대전 직후에 발표된 것이다. 누구도《데미안》을 읽고 얼핏 그것이 헤세의 작품이라고 말하지 못한다.(그의 초기 작품만을 읽은 독자에게 있어서), 그만큼《데미안》은 헤세의 인간과 문학에 뚜렷한 획을 그은 것이다."
쏘지마라 아군이다! 10,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324241.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%86%A0%EC%9D%B4%EC%B9%B4&frameFilterType=1&frameFilterValue=3161582, 토이카,인타임,
산매리저수지,"14,400원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/247/16324792.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B9%80%EC%A3%BC%EC%95%99&frameFilterType=1&frameFilterValue=2312787, 김주앙,누림과이룸,"탄탄대로를 걷고 있는 한 정치인에게 날아온 괴메시지,
그가 저지른 완전 범죄‘암수살인’을 누군가 목격했다! 
아무도 몰라야 했던 16년 전의 살인과 목격자!

“그는 과연 누구인가?” 
“도대체 왜, 지금에 와서야 목격한 사실을 알리는가?”

수사기관이나 목격자가 범인을 추적해가는 일반적인 범죄소설과는 달리 
범인이 목격자를 추리해가는 과정을 다루는 새로운 시각의 범죄 추리소설!
“국민의 생명과 민주주의를 저수지에 수장시킨 대한민국의 정치 알레고리”를 담다!"
영양만두를 먹는 가족,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/149/16314966.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%9E%AC%EC%B0%AC&frameFilterType=1&frameFilterValue=5000026360, 이재찬,네오픽션,"오늘의 작가상 · 네오픽션상 수상 작가
이재찬 신작 장편소설
“죽느냐 사느냐가 아니라 
죽을 수도 없고 살 수도 없는 게 문제지.”
섬세하고 강렬한 미스터리“강렬하고 가혹”하며 “잘 썼다, 라는 말이 절로 나오게 만드는” “소설의 읽는 맛을 제대로 보여준 놀라운 신예 작가”라는 찬사를 받고 오늘의 작가상과 그 이듬해에 네오픽션상을 휩쓸며 등장한 이재찬 작가의 신작 장편소설이 네오픽션에서 출간되었다. 전작 『펀치』와 『안젤라 신드롬』을 통해 놀라운 성취를 보여준 작가는 『영양만두를 먹는 가족"
도서관을 떠나는 책들을 위하여,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/186/16318682.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%98%A4%EC%88%98%EC%99%84&frameFilterType=1&frameFilterValue=53866, 오수완,나무옆의자,"2020년 제16회 세계문학상 수상작인 오수완의 장편소설. 세계문학상은 2005년 첫 수상작 <미실>(김별아)을 필두로 <아내가 결혼했다>(박현욱), <스타일>(백영옥), <내 심장을 쏴라>(정유정), <보헤미안 랩소디>(정재민), <저스티스맨>(도선우), <로야>(다이앤 리) 등 작가적 개성과 동시대성을 고루 갖춘 작품들을 배출하며 매년 화제를 모았다. 

올해 수상작 <도서관을 떠나는 책들을 위하여>는 가상의 도서관에 소장된 가상"
역대급 문지기. 14,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/215/16321555.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%82%98%ED%95%9C&frameFilterType=1&frameFilterValue=5000006369, 나한,로크미디어,"""『궁신』 『황금가』 나한의 파격 신작!
인류 최강의 전사, 역대급 문지기의 강력 배틀 액션!

마물들의 침입, ‘스탬피드’를 막는 최후의 문지기 역시우
이혼대법으로 육체를 떠나 숙주를 찾던 중에
재벌 2세 진이하의 몸으로 빙의한다!
기쁨도 잠시, 마약중독으로 정신병원에 갇힌 신세가 되는데……

체질 개선, 마약중독 탈출, 정신병원 퇴원
할 일은 산더미에 시간은 흘러 흘러
게이트를 넘어온 마물들은 서서히 대한민국을 장악해
여기저기서 의문의 사고가 일어나고"
마탄의 사수 38,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324238.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%88%98%EB%B0%B1&frameFilterType=1&frameFilterValue=1339607, 이수백,인타임,
작은 아씨들,"11,520원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/210/16321028.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A3%A8%EC%9D%B4%EC%9E%90+%EB%A9%94%EC%9D%B4+%EC%98%AC%EC%BD%A7&frameFilterType=1&frameFilterValue=2240, 루이자 메이 올콧,자화상,"네 명의 작은 아씨들이 그려내는
아름답고 가슴 따뜻한 이야기“오늘 일을 잊지 말고 영혼을 바쳐 굳게 결심해야 해. 다시는 이런 일을 하지 않겠다고 말이야. 조, 우리 모두 저마다 시험에 든단다. 너보다 더 큰 시험에 드는 사람들도 있어. 그 시험을 이겨내느라 평생을 바치는 경우도 많아.”

_본문 중에서"
작은 아씨들 1,"5,310원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/213/16321397.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A3%A8%EC%9D%B4%EC%9E%90+%EB%A9%94%EC%9D%B4+%EC%98%AC%EC%BD%A7&frameFilterType=1&frameFilterValue=2240, 루이자 메이 올콧,자화상,
마법은 괜히 배워서 20/완결,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324239.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%8F%99%EC%9D%80&frameFilterType=1&frameFilterValue=2090210, 동은,인타임,
작은 아씨들 2,"5,310원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/213/16321398.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A3%A8%EC%9D%B4%EC%9E%90+%EB%A9%94%EC%9D%B4+%EC%98%AC%EC%BD%A7&frameFilterType=1&frameFilterValue=2240, 루이자 메이 올콧,자화상,
회귀하니 스탯이 두배 3,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324240.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%8B%A0%EC%9C%A8&frameFilterType=1&frameFilterValue=613683, 신율,인타임,
이노센트 와이프,"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/141/16314182.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%97%90%EC%9D%B4%EB%AF%B8+%EB%A1%9C%EC%9D%B4%EB%93%9C&frameFilterType=1&frameFilterValue=4663794, 에이미 로이드,흐름출판,"“너는 그를 믿잖아. 그런데 왜 불안해하지?”
★ 〈나를 찾아줘〉 제작사 영화화 확정!
★ 〈데일리메일〉 퍼스트 노벨 컴피티션
★ 〈선데이타임스〉 베스트셀러
★ 전 세계 15개국 번역 출간〈데일리메일〉 퍼스트 노벨 컴피티션 수상작으로 화려하게 데뷔한 에이미 로이드의 첫 장편 소설 《이노센트 와이프》가 드디어 한국에서 출간되었다. 출간 즉시 〈선데이타임스〉 베스트셀러에 오르며 이미 전 세계 스릴러 독자들에게 검증받은 이 책은 《잭 리처》시리즈의 저자 리 차일드로부터 “첫 줄부터 불길한 음악이"
금오신화(큰글씨책)(한국 문학 읽다),"24,300원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/200/16320038.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B9%80%EC%8B%9C%EC%8A%B5&frameFilterType=1&frameFilterValue=5000003469, 김시습,정씨책방,"“한국 최초의 한문소설”
 
≪금오신화 金鰲新話≫에 실린 5편의 단편소설은, 당대의 사회적 횡포와 이념적 허위를 공격하는 성향을 지니고 있다. 이것들은 김시습의 사상을 검증하는 호재(好材)로 제공되어 왔다. 그러나 「남염부주지(南炎浮洲志)」를 제외한 그 밖의 것들은 모두 감미로운 시적 분위기로 엮어진 괴기담(怪奇譚)이다.

일러두기
큰글씨책은 저시력자 및 어르신들 모두 편하게 읽을 수 있도록 큰글씨책에 맞는 가독성 살린 편집과 디자인으로 본문 및 글자 크기를 크게 하여 만든 책입니다."
파왕소람,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/234/16323432.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B9%80%EA%B8%B0&frameFilterType=1&frameFilterValue=2125221, 김기,동아,"김기 신무협 장편소설. “술법의 세계 또한 방대하고 심오하다 들었다. 그 안에 네가 찾고자 하는 해답이 있을 수도 있겠구나.” 천 년 동안 대성한 자가 없는 ‘천뢰신공’. 연씨금창부 후예 연소람은 그 난제를 풀기 위해 운남성에 은거한 술법문파 ‘신기밀문’을 방문한다. 신기밀문 문주의 아들, 천재 술법자 단우관을 만나 우정을 나누고 무공과 술법을 교류하는 연소람. 하지만 단우관의 외숙부 대독흠은 야망에 불타 신기밀문을 삼킨 뒤 무림을 지배하고자 하고, 소람과 우관은 목숨을 건 도피행에 나서는데. 단철의 무공과 영검의 술법이 함께할 때"
금오신화(1318 청소년문고 22),"12,420원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/200/16320041.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B9%80%EC%8B%9C%EC%8A%B5&frameFilterType=1&frameFilterValue=5000003469, 김시습,미니책방,"“한국 최초의 한문소설”
 
≪금오신화 金鰲新話≫에 실린 5편의 단편소설은, 당대의 사회적 횡포와 이념적 허위를 공격하는 성향을 지니고 있다. 이것들은 김시습의 사상을 검증하는 호재(好材)로 제공되어 왔다. 그러나 「남염부주지(南炎浮洲志)」를 제외한 그 밖의 것들은 모두 감미로운 시적 분위기로 엮어진 괴기담(怪奇譚)이다.

20세기 세계 문학을 대표하는 작가들의 작품들을 엄선한 「1318 청소년문고」 는 문학의 고전을 살아 있는 동시대의 문학으로 청소년들이 읽을 수 있도록 구성한 시리즈이다. 청소년들이"
축구화 신은 고강휘 5,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/234/16323428.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%98%A8%ED%95%84%EC%88%98&frameFilterType=1&frameFilterValue=4395676, 온필수,동아,
무림서차원 8,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/236/16323625.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B3%A0%EB%93%A0.M&frameFilterType=1&frameFilterValue=4552700, 고든.M,마야&마루,
재벌집 망나니 7대독자 5,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/234/16323433.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%95%A4%EC%84%9C&frameFilterType=1&frameFilterValue=2444741, 앤서,마야&마루,
살인의 쌍곡선,"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/187/16318711.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%8B%88%EC%8B%9C%EB%AC%B4%EB%9D%BC+%EA%B5%90%ED%83%80%EB%A1%9C&frameFilterType=1&frameFilterValue=2471811, 니시무라 교타로,한스미디어,"『십각관의 살인』 이전에 『살인의 쌍곡선』이 있었다!
누적판매 2억 부를 기록한 일본 ‘국민’ 추리소설가 니시무라 교타로의 대표작
아야츠지 유키토, 아리스가와 아리스 강력 추천!눈으로 고립된 호텔에서 벌어지는 연쇄살인, 
그리고 하나씩 사라지는 볼링 핀.
범인은 바로 이 안에 있다!

클로즈드 서클, 쌍둥이, 미싱 링크, 알리바이 공작 등 수수께끼가 가득한 본격 미스터리의 고전이자 교과서 
애거사 크리스티와 본격 추리소설을 사랑하는 독자,
〈나이브스 아웃〉을 재"
수라전설 독룡 17,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/252/16325269.jpg?type=m1&udate=Tue Apr 14 00:49:02 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%8B%9C%EB%8B%88%EC%96%B4&frameFilterType=1&frameFilterValue=64263, 시니어,드림북스,
